platform_shop_id,year_month,review_id,rating,sentiment_score,mismatch_type,content
ba_10657170,2025-09,ba_2025092400005240,5.0,-0.2,high_rating_negative_text,"받자마자 한입 딱 먹었는데 좀 짜네요ㅎ
맵기는 딱히 매운지 모르겠어요~

좀 먹다보니 염지가 되어있는 닭에 양념을 입히면서 더 짠거같네요ㅎ 

이점 개선하면 잘 나가겠어요~

참고로 저는 매운걸 잘먹어서 매운게 별로 안 느껴지는 것 같습니다."
ba_10698232,2025-07,ba_2025072502330529,5.0,-0.4,high_rating_negative_text,고추바사삭 잘하는 지점이 별로 없는데 타지도 않고 딱 적절한 굽기 정도가 굿입니다.
ba_10706208,2025-08,ba_2025083101069960,5.0,-1.0,high_rating_negative_text,"늦게 와서 치킨이 많이 식었어요. 눅눅해져서 맛이 아쉬웠습니다.
하지만 치킨자체는 잘 튀기신듯 했습니다.
간도 적당하고 양도 괜찬았습니다"
ba_10739556,2025-07,ba_2025073102230637,1.0,0.4,low_rating_positive_text,"제가 분명히 요청사항에 바삭하게 해달라고 부탁드렸습니다 그런데 튀김옷이 눅눅하니 제대로 안튀겨서 보내셨네요
리뷰가 안좋은 이유가 있네요
이름이 고추바사삭인데 고추눅눅이네요
치킨한개는 가루도 붙어있어요"
ba_10739556,2025-09,ba_2025090503075038,5.0,-0.6,high_rating_negative_text,진짜 이렇게 써놔도 기어코 밤중에 배달기사가 벨 눌러서 가족들 다깨우는게 너무 짜증나네요.. 술때문에 전화하면 나갈텐데 진짜 배달하시는분들한테 혐오감생길거같음
ba_10750970,2025-07,ba_2025080102651468,5.0,-0.6,high_rating_negative_text,치킨은 먹던맛이라 나쁘지않았고 떡볶이는 냉동 렌지에 데운거같은데 해동이잘안되서 떡도 딱딱하고 어묵도 딱딱해서 먹기불편햇네요
ba_10750970,2025-09,ba_2025092300003403,1.0,0.2,low_rating_positive_text,치즈볼은 다 굳어서 맛없고 장각구이도 치킨이 뭔 걸레처럼오네요 다 식고 다른지점에 비해 퀼리티도 떨어져요
ba_10750970,2025-09,ba_2025091002447547,5.0,-0.6,high_rating_negative_text,"여긴 예전부터 항상 바로 앞인데 배달이 맨날 왜이리 늦게오지 했는데 
제가 알뜰배달로 시켜서네요. 
근데 근처 피자집은 알뜰배달해도 금방 오던데 항상 두배씩 걸려서 
앞으로  여기서 안시키거나 알뜰배달 절대로 이용 안해야겠습니다."
ba_10759478,2025-09,ba_2025090202716584,2.0,0.2,low_rating_positive_text,닭이 퍽퍽하고 맛이 없네요
ba_10768614,2025-08,ba_2025081902610870,5.0,-0.2,high_rating_negative_text,"비싸긴한데 
맛도리입니다ㅋ"
ba_10771255,2025-07,ba_2025072800770424,5.0,-0.6,high_rating_negative_text,"악 ㅠㅠ 냄새에 이끌려 바로 먹느라 치킨 사진을 못찍었어요
뭔가 1마리 시키긴 부족하고 2마리 시키긴 많았는데 1.5마리 있는거 너무 좋습니당! 그리구 역시 굽네는 오리지날이 근본인 것 같아오!"
ba_10771255,2025-08,ba_2025083102543263,5.0,-0.6,high_rating_negative_text,"스파게
티 우와 너무 짜고 큽끕한 냄새가 났어요"
ba_10771255,2025-08,ba_2025083102543263,5.0,-0.6,high_rating_negative_text,"스파게
티 우와 너무 짜고 큽끕한 냄새가 났어요"
ba_10774000,2025-08,ba_2025080800120188,1.0,1.0,low_rating_positive_text,음 위생상태 굿~ 겉에 붙어있는 것도 아니고 아예 박혀잇던뎅 위생모 안 쓰고 일 하시나봐용 치킨도 다 식고 튀김옷 까만것도 좀 잇공.. 재주문 의사는 다시 생각해봐야 할 듯!
ba_10774000,2025-09,ba_2025090902562114,2.0,0.2,low_rating_positive_text,이번에 온 닭은 탄맛이 넘 많이 나서 별루였어요 ㅠㅠ
ba_10776500,2025-08,ba_2025081302826113,1.0,0.2,low_rating_positive_text,"내인생 첨으로 탄맛강했던 치킨
기억에 남을정도.."
ba_10776500,2025-08,ba_2025081603033863,4.0,-0.2,high_rating_negative_text,"맛이랑은 다 있었는데 주문내역에 있는 소스가 빠졌어요
다음에는 주문정보 다시 한번 확인 부탁드립니다"
ba_10798649,2025-07,ba_2025073002166784,1.0,0.2,low_rating_positive_text,먹기전부터 소스들이 여기저기 묻어있어서 기분이 좋지않네요
ba_10798649,2025-08,ba_2025080900421697,5.0,-0.2,high_rating_negative_text,볼케이노 완전맛잇어요 맥주에혼닭하기 딱좋네요 간혹 닭에서냄새나는곳도 잇는데 여긴냄새 1도안낫어요 암사3동점맛잇네요 담에생각나면 또 주문하러올게요^^
ba_10798649,2025-08,ba_2025081901864440,5.0,-0.2,high_rating_negative_text,"거의 일주일에 2번 이상 암사에서 시켰었는데, 먹는데 어제는 두마리 시켰더니 양이 너무 적어서 깜짝 놀랐어요..ㅜ"
ba_10798649,2025-08,ba_2025083001917419,1.0,0.2,low_rating_positive_text,"처음 열았을때도 상태 안좋아보였는데, 먹다보니 머리카락이 튀김옷 안에 달려있네요. 그냥 버릴랍니다"
ba_10800862,2025-08,ba_2025083102815537,5.0,-0.4,high_rating_negative_text,"2시간 걸려서 다식어서 도착함

다만 굽네사장님은 잘못이 없음"
ba_10800862,2025-08,ba_2025083102815537,5.0,-0.4,high_rating_negative_text,"2시간 걸려서 다식어서 도착함

다만 굽네사장님은 잘못이 없음"
ba_10800862,2025-09,ba_2025091100141983,4.0,-0.4,high_rating_negative_text,배달이 30분 늦어지고 음식도 좀 식어 있어 아쉬웠어요
ba_10800862,2025-09,ba_2025092602697066,5.0,-0.4,high_rating_negative_text,"오늘은 떡이 살짝 딱딱하고 소스가 많이 없어서 건조하게 먹었습니돠,, 🥲
다음에 잘부탁 드랴영... 따흗흑"
ba_10821092,2025-08,ba_2025081600097101,5.0,-0.2,high_rating_negative_text,아..마쉿다…진짜고추바사삭너무오랜만에먹어서너무흥분햇어요마시떠!!!!!!
ba_10821092,2025-09,ba_2025090700101701,5.0,-0.4,high_rating_negative_text,"야식이라 맘이 급해서 사진을 못 찍었어요 🥲🥲
치킨 먹을 때 콜라가 없는 건 안 돼서 뒤늦게 추가 주문 했는데 쿨하게 응해주셔서 너어무 감사했어요 ㅎㅎ 볼케이노 좋아하는데 앞으로 이곳에서 시켜먹으려구요 배달기사님도 빨리 와주셔서 완전 만 점짜리 야식이었습니당 다음엔 사진도 꼭 남길게요 ㅠ❣️"
ba_10841883,2025-08,ba_2025081402726270,4.0,-0.4,high_rating_negative_text,"먹다가 이물질 나와서 어이없어서 연락드렸는데 절대 그럴수 없다는 말도 안되는 말만 들었네요. 진짜 ㄹㅇ 유튜브 숏츠 진상 취급 받은거 같아서 얼척 없었습니다. 진짜 조상님 부모님 다 걸고 플라스틱 이물질 나왔으니까 확인 좀 해주세요. 손으로 만져보니 딱딱하고 잘 휘는데 단단한 수세미 같기도 하고 당면? 같은 느낌이었습니다. 한번 들어간거면 두번도 들어갈 수 있는 거니까 원인 좀 찾아보세요;;;

+
정성들여 답장 남겨주셔서 감"
ba_10841883,2025-08,ba_2025082302810681,5.0,-0.4,high_rating_negative_text,배달 별로고 완전 식어서왔어요..
ba_10841883,2025-08,ba_2025082302810681,5.0,-0.4,high_rating_negative_text,배달 별로고 완전 식어서왔어요..
ba_10841883,2025-08,ba_2025082702624012,5.0,-0.2,high_rating_negative_text,진짜 너무마싯어요ㅜㅜ 이번주 벌써 두번째~
ba_10841883,2025-08,ba_2025082702624012,5.0,-0.2,high_rating_negative_text,진짜 너무마싯어요ㅜㅜ 이번주 벌써 두번째~
ba_10841883,2025-09,ba_2025093002939700,5.0,-0.6,high_rating_negative_text,예상시간보다 15분늦게도착해서 식어빠진 치킨은 처음먹어봅니다. 알뜰배달이여도 이렇게 빙빙도는건 첨보네요.
ba_10841883,2025-09,ba_2025093002939700,5.0,-0.6,high_rating_negative_text,예상시간보다 15분늦게도착해서 식어빠진 치킨은 처음먹어봅니다. 알뜰배달이여도 이렇게 빙빙도는건 첨보네요.
ba_10872945,2025-08,ba_2025082802883561,5.0,-0.4,high_rating_negative_text,평소에도 굽네 좋아하는데 실망시키지 않네요.
ba_12014214,2025-09,ba_2025092802546396,4.0,-0.2,high_rating_negative_text,음식들이 많이 식어서와서 아쉬워요ㅜ
ba_13052096,2025-09,ba_2025092501501853,5.0,-0.8,high_rating_negative_text,"떡볶이도 같이 시켰는데 배달이 늦게 온거랑은 달리 오뎅이 덜 익어서 왔어요 먹기가 좀 힘들었습니다..
치킨은 구운 치킨이라 좀 식었어도 맛은 괜찮았습니다
다음에는 신경 써주세요"
ba_13052096,2025-09,ba_2025092602776805,5.0,-0.6,high_rating_negative_text,콜라가 같이 안왔는데 배달기사님 실수였다고 하네요 부분환불 받았습니다~! 기사님 실수인데 가게측에서 환불해주신건 아니었음 하네요ㅠ 치킨은 넘 맛있었어요 맵찔인데 적당히 매콤해서 기분좋고 두조각만 시킬수있어서 양이 적당했어요 ㅎㅎ 다음에 또 시킬게요 감사합니다~~!
ba_13052096,2025-09,ba_2025092602776805,5.0,-0.6,high_rating_negative_text,콜라가 같이 안왔는데 배달기사님 실수였다고 하네요 부분환불 받았습니다~! 기사님 실수인데 가게측에서 환불해주신건 아니었음 하네요ㅠ 치킨은 넘 맛있었어요 맵찔인데 적당히 매콤해서 기분좋고 두조각만 시킬수있어서 양이 적당했어요 ㅎㅎ 다음에 또 시킬게요 감사합니다~~!
ba_13062668,2025-08,ba_2025081003122967,5.0,-1.0,high_rating_negative_text,오늘은 평소와 달리 기름기가 가득해서 먹기 힘들었어요. 평소에 구운치킨이라 기름기 없이 보내주시는데 오늘은 기름 가득.. 치킨 담은 종이박스에도 기름이 철철..밑에 치킨은 기름을 다 먹고 있어서 몇조각은 버렸어요.. 다음부터는 신경써 주세용
ba_13076527,2025-08,ba_2025082801570521,5.0,-0.2,high_rating_negative_text,파스타와 소떡에 조합도 간식으로 어울렸어요
ba_13076527,2025-09,ba_2025090202618953,5.0,-0.4,high_rating_negative_text,"이사가기전 마지막으로 시켜먹었는데
진짜 여태 시켜먹은것중 제일 별로였어요...ㅠㅠ치킨맛도 다른때보다 맛이없고 양도 진짜 적어진느낌... 이상한 뾰족한것도 나왔어요
원래 이런거 그냥 그러려니하는데.. 너무 아쉬워서 남겨요
그동안 잘먹었습니다"
ba_13076527,2025-09,ba_2025090302227999,5.0,-0.2,high_rating_negative_text,진짜 이 지점 고추바사삭이 미쳤어요ㅜㅜ
ba_13076527,2025-09,ba_2025090502563399,4.0,-0.2,high_rating_negative_text,"맛있었어요
그런데 너무 구워서 그런지 치킨이 좀 타고 딱딱한 부위가 많아서 아쉬워요.."
ba_13076527,2025-09,ba_2025092102140833,5.0,-0.6,high_rating_negative_text,하 진짜 짱이에요 나이제 굽네만먹을래 양 진짜많고 너무 마싯어요 진짜 💕💕
ba_13081281,2025-08,ba_2025081602709422,1.0,0.6,low_rating_positive_text,솔직하게 비비큐 자메이카통다리 가 더 맛있음.
ba_13182018,2025-07,ba_2025073002380487,1.0,0.2,low_rating_positive_text,자주 시켜먹는데 이거 머죠? 먹다가 입에 들어와서 찍었습니다
ba_13219951,2025-08,ba_2025081102464438,1.0,0.8,low_rating_positive_text,"녹두죽을 매번 병원 진료후 항상 주문하고 포장해서 오는데 주문 15분후 찾으러 오세요. 전화만해도 목소리만 듣고도 아시는 사장님이  콜을 1시간30분 
동안 안 된다는게  말이 되나요? 
너무해요. 위가 아파서 기다리다 지쳐서
아들이 병원 퇴근해서 본죽 근처에 도착했다고 하니 방금 출발했다고 굉장히 서운해서 별하나 밖에 못 드립니다.
녹두죽  맛은 변함  없이 좋아요"
ba_13223654,2025-09,ba_2025091601846526,5.0,-0.2,high_rating_negative_text,양진짜많고비온다고비닐까지 넣어서보냈어요.고맙습니다
ba_13223654,2025-09,ba_2025091601846526,5.0,-0.2,high_rating_negative_text,양진짜많고비온다고비닐까지 넣어서보냈어요.고맙습니다
ba_13227696,2025-09,ba_2025090502920343,2.0,0.8,low_rating_positive_text,원래 자주 이용하던 매장이라 리뉴얼 후에도 기다렸다가 일부러 또 여기서 주문했는데… 단호박죽 원래 여기서 맛있게 먹었었는데 이번엔 뭔가 좀… 맛이 부족한 느낌이어서 아쉬웠네요…ㅠ 또 다른 지점은 반찬 두가지만 달라고 하면 장조림을 두개 주시던데 여기는 하나만 주시네요… 또 일찍 먹어야 해서 배달도 일부러 일찍 시켰는데 무려 한시간 가까이 걸렸어요ㅠ
ba_13229747,2025-08,ba_2025082301461519,2.0,1.0,low_rating_positive_text,"목요일에 3개소분 포장해서 하루한개씩 먹고있는데 맛있게 잘먹었는데,, 오늘 이상한게 나왔어요
뭔지도 모르겠습니다 딱딱하고 찢어진 결이보이는데
입맛이 뚝떨어졌어요"
ba_13230793,2025-09,ba_2025092701467883,5.0,-0.2,high_rating_negative_text,쇠고기야채죽 맛있습니다. 다만 기본반찬4종이 누락되서 좀 아쉽네요ㅠ
ba_13233592,2025-07,ba_2025080102581918,2.0,1.0,low_rating_positive_text,맛있게 먹고있는데 이런 이물질이 나왔네요... 다소 날카로웠어요 ㅠㅜ
ba_13249989,2025-08,ba_2025081702660879,1.0,0.2,low_rating_positive_text,"아…7시24분도착한다는 치킨이 7시 55분에 왔음 
치킨 다식어있고 치킨 박스가 습기다먹어서 눅눅하고
차려논 밥상 밥 다식고
ㅡㅡ배달이 문제겠지만 다신 배딜 안시켜먹을리구여
먹고싶으면 무조건 픽업할께요
4만5천원쓰고 짜증이느므 나네요…….
장각구이 다 뿔어서 빠삭함이 1도없고 하나는 제대로 구워져있지도않고…
사장님이 쏘쓰는 안아끼고쓰셔서 좋네요
저번 신정점은 매우 빠싹하고 맛있었지만 쏘스가 적어서 아쉬웠거든요
근데 저번은 껍질"
ba_13249989,2025-08,ba_2025080303256223,5.0,-0.4,high_rating_negative_text,오븐바사삭말고 그냥 오리지널로 잘못왔지만 굽네 달동점 요새 주마다 먹는거 같아요 담엔 잘 부탁드려요!
ba_13313413,2025-07,ba_2025072903040813,1.0,0.6,low_rating_positive_text,"먹어본 볼케이노 중에 최고 싱거움
내 최애 치킨이ㅜㅜ"
ba_13313413,2025-09,ba_2025092702213823,1.0,0.2,low_rating_positive_text,"여기는 항상 맛이 없어.
소스같은것도 되게 조금 입히고.
대학교 앞에 있어서 어차피 잘돼서 그런가 ?"
ba_13313909,2025-07,ba_2025072502574829,4.0,-0.2,high_rating_negative_text,"장작구이에 미니바게트가 없네요? 복불복인가요ㅋ 
처음 주문해본건데 아쉽슴닷.."
ba_13379446,2025-09,ba_2025090702536679,5.0,-0.2,high_rating_negative_text,"매콤소스 추가 했는데 핫소스를 보내셨네요?
아쉬워라."
ba_13379446,2025-09,ba_2025090702536679,5.0,-0.2,high_rating_negative_text,"매콤소스 추가 했는데 핫소스를 보내셨네요?
아쉬워라."
ba_13412065,2025-08,ba_2025082301603303,1.0,0.2,low_rating_positive_text,머리카락 나옴 밥 맛 떨어졌어요
ba_13412065,2025-07,ba_2025072501188718,5.0,-0.8,high_rating_negative_text,술취한상태로 시킨 굽네 신길뉴타운점… 늦게 시켜서 순살이 없던게 아쉬웠을뿐… 그치만 윙봉도 맛잇다……
ba_13412065,2025-08,ba_2025080201694569,4.0,-0.2,high_rating_negative_text,좀 타왓어요ㅠㅠ너무 수분끼가 없었네요
ba_13412065,2025-08,ba_2025080702034482,5.0,-0.2,high_rating_negative_text,"진짜 저 서울 이사온 뒤로 굽네는 여기만!! 시킵니다 ㅎㅎ

굽네 이름 달고 제대로 안구워진 상태로 오는 곳들도 왕왕 있는데ㅠㅠ 여긴 크기 굽기 촉촉함 삼박자가 제일 잘 떨어져요 앞으로도 잘 부탁드립니당♡

사진은... 오자마자 정신 놓고 먹어서 없어요...ㅜ
다음엔 정신 잘 차리고 사진 먼저 찍어서 보여드릴게요ㅎㅎ"
ba_13412065,2025-08,ba_2025080902502866,5.0,-0.2,high_rating_negative_text,넘 부드럽구 진짜진짜 존맛탱 굽네는 신길뉴타운점 ♡
ba_13412065,2025-08,ba_2025081202391668,5.0,-0.2,high_rating_negative_text,광고보고 계속 궁금해하다가 시켜봤는데 다리4개에 좀 비싸단 생각은 들지만 그래도 살짝 자극적으로 맛이 있어서 나중에 또 생각날것같아요 아 근데 구운란이 먹고싶었던건데 품절이라고 웨지감자 챙겨주셔서; 감자튀김을 안먹다보니 ㅠㅠ 품절이면 바로 표시를 좀 해주시면 좋을듯요…
ba_13412065,2025-09,ba_2025090801671248,5.0,-0.2,high_rating_negative_text,포장이 잘못된건지 원래 바삭해야할 치킨이 눅눅했어요 ㅠ 다 젖어있더라고요 포장지가 ㅠㅠ 그래서 거의남겼습니다...
ba_13412065,2025-09,ba_2025091902137896,5.0,-0.2,high_rating_negative_text,양이 진짜 많아요!! 앞으로 이 지점에서만 시킬래요
ba_13412065,2025-09,ba_2025091902137896,5.0,-0.2,high_rating_negative_text,양이 진짜 많아요!! 앞으로 이 지점에서만 시킬래요
ba_13459937,2025-09,ba_2025091402776568,4.0,-0.6,high_rating_negative_text,음식이 다 식어서 도착했어요. 예상시간보다 더 늦게 도착했고 치킨은 다 식어서 그저 그랬습니다. 가게 문제는 아니지만 다음에는 다른 지점에서 시킬 것 같아요
ba_13473077,2025-08,ba_2025083101054279,5.0,-0.2,high_rating_negative_text,전남친이 아프다고 사와달라고 할 때 말고 사본적없는데 궁금하기도하고 술먹고힘들어서 시켜봣어욥 치즈가 레전도리!!🥵
ba_13473077,2025-08,ba_2025083101054279,5.0,-0.2,high_rating_negative_text,전남친이 아프다고 사와달라고 할 때 말고 사본적없는데 궁금하기도하고 술먹고힘들어서 시켜봣어욥 치즈가 레전도리!!🥵
ba_13539608,2025-08,ba_2025080802638776,1.0,0.2,low_rating_positive_text,폭립에  묻은소스가 점점  스쳐지나가기만 하는거같애요 소스가 너~~무 없어서 맛이없어요 :;;
ba_13539608,2025-08,ba_2025081700007697,5.0,-0.4,high_rating_negative_text,배달지연떠서 실망할뻔했는데 맛으로 커버가능
ba_13539608,2025-09,ba_2025091002543377,4.0,-1.0,high_rating_negative_text,"한집배달료내고  주문했으나  약속 시간보다 늦게도착했어요
배달료할인행사중이라지만 빨리받고싶어 한집배달한건데 늦었으니 배달료일정부분 환불해주거나 쿠폰이라도 주셔야하는것아닐까요?"
